from,to,x1,y1,z1,x2,y2,z2,th1_a,th2_a,th1_b,th2_b,dTh1,dTh2,dZ,dist_xyz,rep,time_ms
E1,T5,207.0,-342.0,28.0,330.0,-5.0,25.0,-60.5427438858443,3.9492909450046634,-30.63151571123601,69.42528215850687,29.911228174608294,65.47599121350221,3.0,358.7575783171695,2,607.0316040359287
E1,T5,207.0,-342.0,28.0,330.0,-5.0,25.0,-60.5427438858443,3.9492909450046634,-30.63151571123601,69.42528215850687,29.911228174608294,65.47599121350221,3.0,358.7575783171695,3,632.4492226254195
E1,T6,207.0,-342.0,28.0,330.0,-5.0,147.0,-60.5427438858443,3.9492909450046634,-30.63151571123601,69.42528215850687,29.911228174608294,65.47599121350221,119.0,377.96692977031734,1,803.6978656524063
E1,T6,207.0,-342.0,28.0,330.0,-5.0,147.0,-60.5427438858443,3.9492909450046634,-30.63151571123601,69.42528215850687,29.911228174608294,65.47599121350221,119.0,377.96692977031734,2,783.4614185551329
E1,T6,207.0,-342.0,28.0,330.0,-5.0,147.0,-60.5427438858443,3.9492909450046634,-30.63151571123601,69.42528215850687,29.911228174608294,65.47599121350221,119.0,377.96692977031734,3,762.5236298772659
E2,E1,207.0,-192.0,28.0,207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-60.5427438858443,3.9492909450046634,20.59948621929655,87.16904816738531,0.0,150.0,1,767.4880053426574
E2,E1,207.0,-192.0,28.0,207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-60.5427438858443,3.9492909450046634,20.59948621929655,87.16904816738531,0.0,150.0,2,779.0879941074344
E2,E1,207.0,-192.0,28.0,207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-60.5427438858443,3.9492909450046634,20.59948621929655,87.16904816738531,0.0,150.0,3,796.0360178358691
E2,E3,207.0,-192.0,28.0,-207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-122.91269320332108,3.9492909450046634,41.77046309818023,87.16904816738531,0.0,440.33623516581054,1,765.2906851606494
E2,E3,207.0,-192.0,28.0,-207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-122.91269320332108,3.9492909450046634,41.77046309818023,87.16904816738531,0.0,440.33623516581054,2,785.301750377325
E2,E3,207.0,-192.0,28.0,-207.0,-342.0,28.0,-81.14223010514085,91.11833911238998,-122.91269320332108,3.9492909450046634,41.77046309818023,87.16904816738531,0.0,440.33623516581054,3,786.550514501256
E2,E4,207.0,-192.0,28.0,-207.0,-192.0,28.0,-81.14223010514085,91.11833911238998,-175.44815568334178,91.11833911238998,94.30592557820093,0.0,0.0,414.0,1,762.2273101384847
E2,E4,207.0,-192.0,28.0,-207.0,-192.0,28.0,-81.14223010514085,91.11833911238998,-175.44815568334178,91.11833911238998,94.30592557820093,0.0,0.0,414.0,2,754.072648583998
E2,E4,207.0,-192.0,28.0,-207.0,-192.0,28.0,-81.14223010514085,91.11833911238998,-175.44815568334178,91.11833911238998,94.30592557820093,0.0,0.0,414.0,3,757.5904882473375
E2,T1,207.0,-192.0,28.0,290.0,-200.0,25.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,3.0,83.43860018001261,1,365.83400834353176
E2,T1,207.0,-192.0,28.0,290.0,-200.0,25.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,3.0,83.43860018001261,2,378.939382736671
E2,T1,207.0,-192.0,28.0,290.0,-200.0,25.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,3.0,83.43860018001261,3,401.7791103305235
E2,T2,207.0,-192.0,28.0,290.0,-200.0,147.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,119.0,145.30657245974803,1,818.4468897416301
E2,T2,207.0,-192.0,28.0,290.0,-200.0,147.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,119.0,145.30657245974803,2,749.6344728085081
E2,T2,207.0,-192.0,28.0,290.0,-200.0,147.0,-81.14223010514085,91.11833911238998,-59.224278860592435,57.034975047121236,21.91795124454842,34.08336406526874,119.0,145.30657245974803,3,818.9592054795877
